,uniqueID,Higher.Taxa,Taxa,Detailed.Taxa,Genus,Species,Functional.Group,Functional.simplified,PI,Seeded (yes/no),exclosure (field/exclosure/addition),notes
46VertebrateAvesTyrannusvociferans,46,Vertebrate,Aves,,Tyrannus,vociferans,Predator,Predator,AF,no,exclosure,
111VertebrateAvesCracticusnigrogularis,111,Vertebrate,Aves,,Cracticus,nigrogularis,Predator,Predator,AF,no,field,
111VertebrateAvesDaceloleachii,111,Vertebrate,Aves,,Dacelo,leachii,Predator,Predator,AF,no,field,
111VertebrateAvesDacelonovaeguineae,111,Vertebrate,Aves,,Dacelo,novaeguineae,Predator,Predator,AF,no,field,
111VertebrateAvesEntomyzoncyanotis,111,Vertebrate,Aves,,Entomyzon,cyanotis,Predator,Predator,AF,no,field,
111VertebrateAvesGrallinacyanoleuca,111,Vertebrate,Aves,,Grallina,cyanoleuca,Predator,Predator,AF,no,field,
111VertebrateAvesGymnorhinatibicen,111,Vertebrate,Aves,,Gymnorhina,tibicen,Predator,Predator,AF,no,field,
111VertebrateAvesManorinaflavigula,111,Vertebrate,Aves,,Manorina,flavigula,Predator,Predator,AF,no,field,
111VertebrateAvesManorinamelanocephala,111,Vertebrate,Aves,,Manorina,melanocephala,Predator,Predator,AF,no,field,
111VertebrateAvesMelithreptusalbogularis,111,Vertebrate,Aves,,Melithreptus,albogularis,Predator,Predator,AF,no,field,
111VertebrateAvesMeropsornatus,111,Vertebrate,Aves,,Merops,ornatus,Predator,Predator,AF,no,field,
111VertebrateAvesMicroecaflavigaster,111,Vertebrate,Aves,,Microeca,flavigaster,Predator,Predator,AF,no,field,
111VertebrateAvesPardalotusstriatus,111,Vertebrate,Aves,,Pardalotus,striatus,Predator,Predator,AF,no,field,
111VertebrateAvesRhipidurafuliginosa,111,Vertebrate,Aves,,Rhipidura,fuliginosa,Predator,Predator,AF,no,field,
111VertebrateAvesRhipiduraleucophrys,111,Vertebrate,Aves,,Rhipidura,leucophrys,Predator,Predator,AF,no,field,
111VertebrateAvesSmicrornisbrevirostris,111,Vertebrate,Aves,,Smicrornis,brevirostris,Predator,Predator,AF,no,field,
405VertebrateAvesClimacterisrufus,405,Vertebrate,Aves,,Climacteris,rufus,Predator,Predator,AF,no,field,
409VertebrateAvestringatotanus,409,Vertebrate,Aves,,tringa,totanus,Predator,Predator,AF,no,field,
523VertebrateAvesAnthuspratensis,523,Vertebrate,Aves,,Anthus,pratensis,Predator,Predator,TB,no,field,
747VertebrateAvesMolothrusater,747,Vertebrate,Aves,,Molothrus,ater,Predator,Predator,TB,no,field,
981VertebrateAvesRaptors,981,Vertebrate,Aves,Raptors,,,Predator,Predator,MD,no,field,
1040VertebrateAvesDendroicapetechia,1040,Vertebrate,Aves,,Dendroica,petechia,Predator,Predator,MD,no,field,
1040VertebrateAvesMolothrusater,1040,Vertebrate,Aves,,Molothrus,ater,Predator,Predator,MD,no,field,
1274VertebrateAvesGeothlypistrichas,1274,Vertebrate,Aves,,Geothlypis,trichas,Predator,Predator,MD,no,field,
1274VertebrateAvesSetophagapetechia,1274,Vertebrate,Aves,,Setophaga,petechia,Predator,Predator,MD,no,field,
1318VertebrateAvesSturnellaneglecta,1318,Vertebrate,Aves,,Sturnella,neglecta,Predator,Predator,CB,no,field,
1414VertebrateAvesMegadyptesantipodes,1414,Vertebrate,Aves,,Megadyptes,antipodes,Predator,Predator,CB,no,field,
2433VertebrateAves,2433,Vertebrate,Aves,,,,Predator,Predator,JG,no,field,
2752VertebrateAves,2752,Vertebrate,Aves,,,,Predator,Predator,IH,no,field,
2757VertebrateAvesAnthusspragueii,2757,Vertebrate,Aves,,Anthus,spragueii,Predator,Predator,IH,yes,field,
2757VertebrateAvesMolothusater,2757,Vertebrate,Aves,,Molothus,ater,Predator,Predator,IH,yes,field,
2757VertebrateAvesSturnellaneglecta,2757,Vertebrate,Aves,,Sturnella,neglecta,Predator,Predator,IH,yes,field,
228VertebrateAmphibiansAmphibians,228,Vertebrate,Amphibians,Amphibians,,,Predator,Predator,AF,no,field,
619VertebrateAmphibiansAmphibiansBufoamericanus,619,Vertebrate,Amphibians,Amphibians,Bufo,americanus,Predator,Predator,TB,no,field,
619VertebrateAmphibiansAmphibiansRanaclamitans,619,Vertebrate,Amphibians,Amphibians,Rana,clamitans,Predator,Predator,TB,no,field,
1380VertebrateAmphibiansAmphibiansNANA,1380,Vertebrate,Amphibians,Amphibians,NA,NA,Predator,Predator,CB,no,field,
1720VertebrateAvesMotacillidaeAnthuscinmomeus,1720,Vertebrate,Aves,Motacillidae,Anthus,cinmomeus,Predator,Predator,BA,no,field,
1720VertebrateAvesThreskiornithidaeBostrychiacarunculata,1720,Vertebrate,Aves,Threskiornithidae,Bostrychia,carunculata,Predator,Predator,BA,no,field,
1720VertebrateAvesBuphagudaeBuphaguserythrorynchus,1720,Vertebrate,Aves,Buphagudae,Buphagus,erythrorynchus,Predator,Predator,BA,no,field,
1720VertebrateAvesTurdidaeCercomelasordida,1720,Vertebrate,Aves,Turdidae,Cercomela,sordida,Predator,Predator,BA,no,field,
1720VertebrateAvesCisticolidaeCisticolagalactotes,1720,Vertebrate,Aves,Cisticolidae,Cisticola,galactotes,Predator,Predator,BA,no,field,
1720VertebrateAvesLaniidaeLaniuscollaris,1720,Vertebrate,Aves,Laniidae,Lanius,collaris,Predator,Predator,BA,no,field,
1720VertebrateAvesMotacillidaeMacronyxflavicollis,1720,Vertebrate,Aves,Motacillidae,Macronyx,flavicollis,Predator,Predator,BA,no,field,
1720VertebrateAvesTurdidaeOethebottae,1720,Vertebrate,Aves,Turdidae,Oethe,bottae,Predator,Predator,BA,no,field,
1720VertebrateAvesCisticolidaePriniasubflava,1720,Vertebrate,Aves,Cisticolidae,Prinia,subflava,Predator,Predator,BA,no,field,
1720VertebrateAvesTurdidaeSaxicolatorquata,1720,Vertebrate,Aves,Turdidae,Saxicola,torquata,Predator,Predator,BA,no,field,
1720VertebrateAvesThreskiornithidaeThrekiornisaethiopicus,1720,Vertebrate,Aves,Threskiornithidae,Threkiornis,aethiopicus,Predator,Predator,BA,no,field,
1942VertebrateAvesAcrocephalidaeAcrocephalusschoenobaenus,1942,Vertebrate,Aves,Acrocephalidae,Acrocephalus,schoenobaenus,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesMotacillidaeAnthuscampestris,1942,Vertebrate,Aves,Motacillidae,Anthus,campestris,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesAnatidaeAnasplathyrhynchos,1942,Vertebrate,Aves,Anatidae,Anas,plathyrhynchos,Predator,Predator,BA,no,field,semi-natural
"1942VertebrateAves	BurhinidaeBurhinusoedicnemus",1942,Vertebrate,Aves,"	Burhinidae",Burhinus,oedicnemus,Predator,Predator,BA,no,field,semi-natural
"1942VertebrateAves	AccipitridaeCircuspygargus",1942,Vertebrate,Aves,"	Accipitridae",Circus,pygargus,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesCoraciidaeCoraciasgarrulus,1942,Vertebrate,Aves,Coraciidae,Coracias,garrulus,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesFalconidaeFalcotinnunculus,1942,Vertebrate,Aves,Falconidae,Falco,tinnunculus,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesLaniidaeLaniusminor,1942,Vertebrate,Aves,Laniidae,Lanius,minor,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesScolopacidaeLimosalimosa,1942,Vertebrate,Aves,Scolopacidae,Limosa,limosa,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesLocustellaLocustellaeviab,1942,Vertebrate,Aves,Locustella,Locustella,eviab,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesLocustellaLocustellaluscinioides,1942,Vertebrate,Aves,Locustella,Locustella,luscinioides,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesMeropidaeMeropsapiaster,1942,Vertebrate,Aves,Meropidae,Merops,apiaster,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesMotacillidaeMotacillaflava,1942,Vertebrate,Aves,Motacillidae,Motacilla,flava,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesScolopacidaeNumeniusarquata,1942,Vertebrate,Aves,Scolopacidae,Numenius,arquata,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesMuscicapidaeSaxicolarubetra,1942,Vertebrate,Aves,Muscicapidae,Saxicola,rubetra,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesMuscicapidaeSaxicolatorquata,1942,Vertebrate,Aves,Muscicapidae,Saxicola,torquata,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesLaniidaeshrikeLanius,1942,Vertebrate,Aves,Laniidae,shrike,Lanius,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesSturnidaeSturnusvulgaris,1942,Vertebrate,Aves,Sturnidae,Sturnus,vulgaris,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesScolopacidaeTringaglareola,1942,Vertebrate,Aves,Scolopacidae,Tringa,glareola,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesScolopacidaeTringatotanus,1942,Vertebrate,Aves,Scolopacidae,Tringa,totanus,Predator,Predator,BA,no,field,semi-natural
1942VertebrateAvesCharadriidaeVanellusvanellus,1942,Vertebrate,Aves,Charadriidae,Vanellus,vanellus,Predator,Predator,BA,no,field,semi-natural
2020VertebrateAvesAnthusspragueii,2020,Vertebrate,Aves,,Anthus,spragueii,Predator,Predator,BA,no,field,
2020VertebrateAvesAthenecunicularia,2020,Vertebrate,Aves,,Athene,cunicularia,Predator,Predator,BA,no,field,
2020VertebrateAvesButeoregalis,2020,Vertebrate,Aves,,Buteo,regalis,Predator,Predator,BA,no,field,
2020VertebrateAvesCalamospizamelanocorys,2020,Vertebrate,Aves,,Calamospiza,melanocorys,Predator,Predator,BA,no,field,
2020VertebrateAvesCharadriusvociferus,2020,Vertebrate,Aves,,Charadrius,vociferus,Predator,Predator,BA,no,field,
2020VertebrateAvesChordeilesminor,2020,Vertebrate,Aves,,Chordeiles,minor,Predator,Predator,BA,no,field,
2020VertebrateAvesCircuscyaneus,2020,Vertebrate,Aves,,Circus,cyaneus,Predator,Predator,BA,no,field,
2020VertebrateAvesEremophilaalpestris,2020,Vertebrate,Aves,,Eremophila,alpestris,Predator,Predator,BA,no,field,
2020VertebrateAvesGeothylypistrichas,2020,Vertebrate,Aves,,Geothylypis,trichas,Predator,Predator,BA,no,field,
2020VertebrateAvesLimosafedoa,2020,Vertebrate,Aves,,Limosa,fedoa,Predator,Predator,BA,no,field,
2020VertebrateAvesMolothrusater,2020,Vertebrate,Aves,,Molothrus,ater,Predator,Predator,BA,no,field,
2020VertebrateAvesNumeniusamericanus,2020,Vertebrate,Aves,,Numenius,americanus,Predator,Predator,BA,no,field,
2020VertebrateAvesSturnellaneglecta,2020,Vertebrate,Aves,,Sturnella,neglecta,Predator,Predator,BA,no,field,
2815VertebrateAves,2815,Vertebrate,Aves,,,,Predator,Predator,IH,no,field,
2522VertebrateMammaliaMusteloideaBadger,2522,Vertebrate,Mammalia,Musteloidea,Badger,,Predator,Predator,JG,no,field,
228VertebrateReptilia,228,Vertebrate,Reptilia,,,,Predator,Predator,AF,no,field,
111VertebrateReptiliaSquamataCarliamunda,111,Vertebrate,Reptilia,Squamata,Carlia,munda,Predator,Predator,AF,no,field,
111VertebrateReptiliaSquamataDiporiphorabilineata,111,Vertebrate,Reptilia,Squamata,Diporiphora,bilineata,Predator,Predator,AF,no,field,
111VertebrateReptiliaSquamataGehyradubia,111,Vertebrate,Reptilia,Squamata,Gehyra,dubia,Predator,Predator,AF,no,field,
111VertebrateReptiliaSquamataHeteronotiabinoei,111,Vertebrate,Reptilia,Squamata,Heteronotia,binoei,Predator,Predator,AF,no,field,
111VertebrateReptiliaSquamataMenetiagreyii,111,Vertebrate,Reptilia,Squamata,Menetia,greyii,Predator,Predator,AF,no,field,
402VertebrateReptiliaSquamataCnemidophorustigris,402,Vertebrate,Reptilia,Squamata,Cnemidophorus,tigris,Predator,Predator,AF,no,exclosure,
402VertebrateReptiliaSquamataCnemidophorusuniparens,402,Vertebrate,Reptilia,Squamata,Cnemidophorus,uniparens,Predator,Predator,AF,no,exclosure,
402VertebrateReptiliaSquamataColeonyxvariegatus,402,Vertebrate,Reptilia,Squamata,Coleonyx,variegatus,Predator,Predator,AF,no,exclosure,
402VertebrateReptiliaSquamataPhrynosomamodestum,402,Vertebrate,Reptilia,Squamata,Phrynosoma,modestum,Predator,Predator,AF,no,exclosure,
402VertebrateReptiliaSquamataSceloporusmagister,402,Vertebrate,Reptilia,Squamata,Sceloporus,magister,Predator,Predator,AF,no,exclosure,
402VertebrateReptiliaSquamataSceloporusundulatus,402,Vertebrate,Reptilia,Squamata,Sceloporus,undulatus,Predator,Predator,AF,no,exclosure,
402VertebrateReptiliaSquamataUtaornatus,402,Vertebrate,Reptilia,Squamata,Uta,ornatus,Predator,Predator,AF,no,exclosure,
402VertebrateReptiliaSquamataUtastansburiana,402,Vertebrate,Reptilia,Squamata,Uta,stansburiana,Predator,Predator,AF,no,exclosure,
741VertebrateReptiliaSquamataAnolis,741,Vertebrate,Reptilia,Squamata,Anolis,,Predator,Predator,TB,no,field,Please check UniqueID number
848VertebrateReptiliaSquamataAspidoscelistigris,848,Vertebrate,Reptilia,Squamata,Aspidoscelis,tigris,Predator,Predator,TB,no,field,
848VertebrateReptiliaSquamataGambeliasila,848,Vertebrate,Reptilia,Squamata,Gambelia,sila,Predator,Predator,TB,no,field,
848VertebrateReptiliaSquamataUtastansburia,848,Vertebrate,Reptilia,Squamata,Uta,stansburia,Predator,Predator,TB,no,field,
929VertebrateReptiliaSquamataCryptoblepharuscarnabyi,929,Vertebrate,Reptilia,Squamata,Cryptoblepharus,carnabyi,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataCtenotusbrachyonyx,929,Vertebrate,Reptilia,Squamata,Ctenotus,brachyonyx,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataCtenotusschomburgkii,929,Vertebrate,Reptilia,Squamata,Ctenotus,schomburgkii,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataDemansiapsammophis,929,Vertebrate,Reptilia,Squamata,Demansia,psammophis,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataDiplodactylusdamaeus,929,Vertebrate,Reptilia,Squamata,Diplodactylus,damaeus,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataDiplodactylusvittatus,929,Vertebrate,Reptilia,Squamata,Diplodactylus,vittatus,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataGehyravariegata,929,Vertebrate,Reptilia,Squamata,Gehyra,variegata,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataHeteronotiabinoei,929,Vertebrate,Reptilia,Squamata,Heteronotia,binoei,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataLeristamuelleri,929,Vertebrate,Reptilia,Squamata,Lerista,muelleri,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataLeristapunctatovittata,929,Vertebrate,Reptilia,Squamata,Lerista,punctatovittata,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataMenetiagreyii,929,Vertebrate,Reptilia,Squamata,Menetia,greyii,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataParasutanigriceps,929,Vertebrate,Reptilia,Squamata,Parasuta,nigriceps,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataPogonavitticeps,929,Vertebrate,Reptilia,Squamata,Pogona,vitticeps,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataPygopusschraderi,929,Vertebrate,Reptilia,Squamata,Pygopus,schraderi,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataRhynchoeduraornata,929,Vertebrate,Reptilia,Squamata,Rhynchoedura,ornata,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataUnderwoodisaurusmilii,929,Vertebrate,Reptilia,Squamata,Underwoodisaurus,milii,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataVaranusgouldii,929,Vertebrate,Reptilia,Squamata,Varanus,gouldii,Predator,Predator,MD,no,field,
929VertebrateReptiliaSquamataVermicellaannulata,929,Vertebrate,Reptilia,Squamata,Vermicella,annulata,Predator,Predator,MD,no,field,
1147VertebrateReptiliaSquamataPhrynosoma,1147,Vertebrate,Reptilia,Squamata,Phrynosoma,,Predator,Predator,MD,no,field,
1399VertebrateReptiliaSquamataPhrynosomaplatyrhinos,1399,Vertebrate,Reptilia,Squamata,Phrynosoma,platyrhinos,Predator,Predator,CB,no,exclosure,
1808VertebrateReptiliaSquamataDiplodactylusvittatus,1808,Vertebrate,Reptilia,Squamata,Diplodactylus,vittatus,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataDiplodactylusvittatus,1808,Vertebrate,Reptilia,Squamata,Diplodactylus,vittatus,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataEremiascincusrichardsonii,1808,Vertebrate,Reptilia,Squamata,Eremiascincus,richardsonii,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataEremiascincusrichardsonii,1808,Vertebrate,Reptilia,Squamata,Eremiascincus,richardsonii,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataLeristalabialis,1808,Vertebrate,Reptilia,Squamata,Lerista,labialis,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataLucasiumdamaeum,1808,Vertebrate,Reptilia,Squamata,Lucasium,damaeum,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataLucasiumbyrnei,1808,Vertebrate,Reptilia,Squamata,Lucasium,byrnei,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataLucasiumdamaeum,1808,Vertebrate,Reptilia,Squamata,Lucasium,damaeum,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataNephruruslevis,1808,Vertebrate,Reptilia,Squamata,Nephrurus,levis,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataPogovitticeps,1808,Vertebrate,Reptilia,Squamata,Pogo,vitticeps,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataRhynchoeduraorta,1808,Vertebrate,Reptilia,Squamata,Rhynchoedura,orta,Predator,Predator,BA,no,field,
1808VertebrateReptiliaSquamataTympanocryptistetraporophora,1808,Vertebrate,Reptilia,Squamata,Tympanocryptis,tetraporophora,Predator,Predator,BA,no,field,
1860VertebrateReptiliaSquamataTiliquaadelaidensis,1860,Vertebrate,Reptilia,Squamata,Tiliqua,adelaidensis,Predator,Predator,BA,no,field,
106LichenLichen,106,Lichen,Lichen,,,,Producer,Producer,AF,no,field,
562LichenLichen,562,Lichen,Lichen,,,,Producer,Producer,TB,no,exclosure,
801LichenLichen,801,Lichen,Lichen,,,,Producer,Producer,TB,yes,field,
801LichenLichen,801,Lichen,Lichen,,,,Producer,Producer,TB,yes,field,Changed UniqueID number to 801
801LichenLichen,801,Lichen,Lichen,,,,Producer,Producer,TB,yes,field,Changed UniqueID number to 801
801LichenLichen,801,Lichen,Lichen,,,,Producer,Producer,TB,yes,field,Changed UniqueID number to 801
801LichenLichen,801,Lichen,Lichen,,,,Producer,Producer,TB,yes,field,Changed UniqueID number to 801
801LichenLichen,801,Lichen,Lichen,,,,Producer,Producer,TB,yes,field,Changed UniqueID number to 801
801LichenLichen,801,Lichen,Lichen,,,,Producer,Producer,TB,yes,field,Changed UniqueID number to 801
801LichenLichen,801,Lichen,Lichen,,,,Producer,Producer,TB,yes,field,Changed UniqueID number to 801
5PlantPlants,5,Plant,Plants,,,,Producer,Producer,AF,no,field,
46PlantPlants,46,Plant,Plants,,,,Producer,Producer,AF,no,exclosure,
55PlantPlants,55,Plant,Plants,,,,Producer,Producer,AF,no,exclosure,
73PlantPlants,73,Plant,Plants,,,,Producer,Producer,AF,no,exclosure,
94PlantPlants,94,Plant,Plants,,,,Producer,Producer,AF,no,field,
106PlantPlants,106,Plant,Plants,,,,Producer,Producer,AF,no,field,
121PlantPlants,121,Plant,Plants,,,,Producer,Producer,AF,no,field,
149PlantPlants,149,Plant,Plants,,,,Producer,Producer,AF,no,field,
197PlantPlants,197,Plant,Plants,,,,Producer,Producer,AF,no,exclosure,
228PlantPlants,228,Plant,Plants,,,,Producer,Producer,AF,no,field,
285PlantPlants,285,Plant,Plants,,,,Producer,Producer,AF,no,field,
348PlantPlants,348,Plant,Plants,,,,Producer,Producer,AF,no,field,
363PlantPlants,363,Plant,Plants,,,,Producer,Producer,AF,no,exclosure,
373PlantPlants,373,Plant,Plants,,,,Producer,Producer,AF,no,exclosure,
374PlantPlantsBryophyta,374,Plant,Plants,Bryophyta,,,Producer,Producer,AF,no,exclosure,
374PlantPlants,374,Plant,Plants,,,,Producer,Producer,AF,no,exclosure,
397PlantPlants,397,Plant,Plants,,,,Producer,Producer,AF,both,field,
402PlantPlants,402,Plant,Plants,,,,Producer,Producer,AF,no,exclosure,
403PlantPlants,403,Plant,Plants,,,,Producer,Producer,AF,no,field,
422PlantPlants,422,Plant,Plants,,,,Producer,Producer,AF,no,exclosure,
444PlantPlants,444,Plant,Plants,,,,Producer,Producer,TB,no,exclosure,
533PlantPlants,533,Plant,Plants,,,,Producer,Producer,TB,no,field,
562PlantPlantsBryophyta,562,Plant,Plants,Bryophyta,,,Producer,Producer,TB,no,exclosure,
740PlantPlantsBryophyta,740,Plant,Plants,Bryophyta,,,Producer,Producer,TB,no,exclosure,
857PlantPlants,857,Plant,Plants,,,,Producer,Producer,TB,no,field,
870PlantPlants<0.1m,870,Plant,Plants,,<0.1m,,Producer,Producer,MD,no,exclosure,
870PlantPlants0.1-0.2m,870,Plant,Plants,,0.1-0.2m,,Producer,Producer,MD,no,exclosure,
870PlantPlants0.2-0.7m,870,Plant,Plants,,0.2-0.7m,,Producer,Producer,MD,no,exclosure,
870PlantPlants0.7-.01m,870,Plant,Plants,,0.7-.01m,,Producer,Producer,MD,no,exclosure,
870PlantPlants0.7-1.0m,870,Plant,Plants,,0.7-1.0m,,Producer,Producer,MD,no,exclosure,
870PlantPlants1.0-1.5m,870,Plant,Plants,,1.0-1.5m,,Producer,Producer,MD,no,exclosure,
870PlantPlants1.5-2m,870,Plant,Plants,,1.5-2m,,Producer,Producer,MD,no,exclosure,
870PlantPlants2.0m+,870,Plant,Plants,,2.0m+,,Producer,Producer,MD,no,exclosure,
870PlantPlantsBrachypodiumsylvaticum,870,Plant,Plants,,Brachypodium,sylvaticum,Producer,Producer,MD,no,exclosure,
870PlantPlantsCorylusavella,870,Plant,Plants,,Corylus,avella,Producer,Producer,MD,no,exclosure,
870PlantPlantsCrategusmonogy,870,Plant,Plants,,Crategus,monogy,Producer,Producer,MD,no,exclosure,
870PlantPlantsPteridiumaqulinium,870,Plant,Plants,,Pteridium,aqulinium,Producer,Producer,MD,no,exclosure,
870PlantPlantsRubusfruticosa,870,Plant,Plants,,Rubus,fruticosa,Producer,Producer,MD,no,exclosure,
870PlantPlantsSalixcaprea,870,Plant,Plants,,Salix,caprea,Producer,Producer,MD,no,exclosure,
870PlantPlantsUrticadiocia,870,Plant,Plants,,Urtica,diocia,Producer,Producer,MD,no,exclosure,
874PlantPlantsProsopisflexuosa,874,Plant,Plants,,Prosopis,flexuosa,Producer,Producer,MD,no,exclosure,
875PlantPlants,875,Plant,Plants,,,,Producer,Producer,MD,no,exclosure,
879PlantPlants,879,Plant,Plants,,,,Producer,Producer,MD,no,exclosure,
883PlantPlants,883,Plant,Plants,,,,Producer,Producer,MD,no,field,
883PlantPlantsForbs,883,Plant,Plants,,Forbs,,Producer,Producer,MD,no,field,
883PlantPlantspoaceae,883,Plant,Plants,,poaceae,,Producer,Producer,MD,no,field,
892PlantPlants,892,Plant,Plants,,,,Producer,Producer,MD,no,field,
929PlantPlants,929,Plant,Plants,,,,Producer,Producer,MD,no,field,
962PlantPlants,962,Plant,Plants,,,,Producer,Producer,MD,no,field,
977PlantPlants,977,Plant,Plants,,,,Producer,Producer,MD,no,exclosure,
1147PlantPlants,1147,Plant,Plants,,,,Producer,Producer,MD,no,field,
1190PlantPlants,1190,Plant,Plants,,,,Producer,Producer,MD,no,exclosure,
1304PlantPlantsNANA,1304,Plant,Plants,,NA,NA,Producer,Producer,CB,no,field,
1316PlantPlantsNANA,1316,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1318PlantPlantsNANA,1318,Plant,Plants,,NA,NA,Producer,Producer,CB,no,field,
1321PlantPlantsNANA,1321,Plant,Plants,,NA,NA,Producer,Producer,CB,no,field,
1370PlantPlantsNANA,1370,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1380PlantPlantsNANA,1380,Plant,Plants,,NA,NA,Producer,Producer,CB,no,field,
1387PlantPlantsNANA,1387,Plant,Plants,,NA,NA,Producer,Producer,CB,no,field,
1399PlantPlantsNANA,1399,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1404PlantPlantsNANA,1404,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1422PlantPlantsNANA,1422,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1486PlantPlantsNANA,1486,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1553PlantPlantsNANA,1553,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1613PlantPlantsNANA,1613,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1618PlantPlantsNANA,1618,Plant,Plants,,NA,NA,Producer,Producer,CB,no,field,
1649PlantPlantsNANA,1649,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1660PlantPlantsacetosaNA,1660,Plant,Plants,,acetosa,NA,Producer,Producer,CB,no,exclosure,
1660PlantPlantserectaNA,1660,Plant,Plants,,erecta,NA,Producer,Producer,CB,no,exclosure,
1660PlantPlantslanatusNA,1660,Plant,Plants,,lanatus,NA,Producer,Producer,CB,no,exclosure,
1660PlantPlantsNANA,1660,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1660PlantPlantsrubraNA,1660,Plant,Plants,,rubra,NA,Producer,Producer,CB,no,exclosure,
1660PlantPlantsstoloniferaNA,1660,Plant,Plants,,stolonifera,NA,Producer,Producer,CB,no,exclosure,
1660PlantPlantsunifloraNA,1660,Plant,Plants,,uniflora,NA,Producer,Producer,CB,no,exclosure,
1697PlantPlantsNANA,1697,Plant,Plants,,NA,NA,Producer,Producer,CB,no,addition,"""old field"""
1710PlantPlantsNANA,1710,Plant,Plants,,NA,NA,Producer,Producer,CB,no,exclosure,
1722PlantPlantsVacciniummyrtillus,1722,Plant,Plants,,Vaccinium,myrtillus,Producer,Producer,BA,no,exclosure,
1733PlantPlants,1733,Plant,Plants,,,,Producer,Producer,BA,no,exclosure,
1763PlantPlants,1763,Plant,Plants,,,,Producer,Producer,BA,no,exclosure,
1767PlantPlants,1767,Plant,Plants,,,,Producer,Producer,BA,no,exclosure,
1775PlantPlantsAcacianilotica,1775,Plant,Plants,,Acacia,nilotica,Producer,Producer,BA,no,exclosure,
1775PlantPlantsAcaciasenegal,1775,Plant,Plants,,Acacia,senegal,Producer,Producer,BA,no,exclosure,
1775PlantPlantsAcaciaseyal,1775,Plant,Plants,,Acacia,seyal,Producer,Producer,BA,no,exclosure,
1775PlantPlantsAcaciatortilis,1775,Plant,Plants,,Acacia,tortilis,Producer,Producer,BA,no,exclosure,
1775PlantPlantsAdansoniadigitata,1775,Plant,Plants,,Adansonia,digitata,Producer,Producer,BA,no,exclosure,
1775PlantPlantsall woody specieswoody,1775,Plant,Plants,,all woody species,woody,Producer,Producer,BA,no,exclosure,
